Fluxo;Ano;mes_numero;mes_nome;Município;País;Código SH4;Valor US$ FOB;Quilograma Líquido;Descrição SH4
Exportação;2020;2;Fevereiro;Guarujá - SP;China;1201;21054388;59698786;Soja, mesmo triturada
Exportação;2020;2;Fevereiro;Santos - SP;China;1201;24318891;68682683;Soja, mesmo triturada
Exportação;2020;1;Janeiro;Cubatão - SP;China;1201;1123387;3185570;Soja, mesmo triturada
Exportação;2020;1;Janeiro;Guarujá - SP;China;1201;1761797;4999999;Soja, mesmo triturada
Exportação;2020;1;Janeiro;Santos - SP;China;1201;1326672;3647611;Soja, mesmo triturada
Importação;2020;12;Dezembro;Guarujá - SP;Estados Unidos;2815;6854889;50982438;"Hidróxido de sódio (soda cáustica); hidróxido de potássio (potassa cáustica); peróxidos de sódio ou de potássio"
Importação;2020;12;Dezembro;Santos - SP;Argentina;1001;9005486;37897450;Trigo e mistura de trigo com centeio
Importação;2020;11;Novembro;Cubatão - SP;Chile;2501;1045212;48788636;Sal (incluídos o sal de mesa e o sal desnaturado) e cloreto de sódio puro, mesmo em solução aquosa ou adicionados de agentes antiaglomerantes
Importação;2020;11;Novembro;Guarujá - SP;Estados Unidos;2815;3365427;31120189;"Hidróxido de sódio (soda cáustica); hidróxido de potássio (potassa cáustica); peróxidos de sódio ou de potássio"
Importação;2020;10;Outubro;Cubatão - SP;Chile;2501;1095792;50927422;Sal (incluídos o sal de mesa e o sal desnaturado) e cloreto de sódio puro, mesmo em solução aquosa ou adicionados de agentes antiaglomerantes
Importação;2020;10;Outubro;Guarujá - SP;Estados Unidos;2815;3259936;36312347;"Hidróxido de sódio (soda cáustica); hidróxido de potássio (potassa cáustica); peróxidos de sódio ou de potássio"
Importação;2020;10;Outubro;Santos - SP;Argentina;1001;17162609;71500000;Trigo e mistura de trigo com centeio
Importação;2020;9;Setembro;Guarujá - SP;Estados Unidos;2815;450433;5905861;"Hidróxido de sódio (soda cáustica); hidróxido de potássio (potassa cáustica); peróxidos de sódio ou de potássio"
Importação;2020;8;Agosto;Cubatão - SP;Chile;2501;1087504;50614298;Sal (incluídos o sal de mesa e o sal desnaturado) e cloreto de sódio puro, mesmo em solução aquosa ou adicionados de agentes antiaglomerantes
Importação;2020;8;Agosto;Guarujá - SP;Estados Unidos;2815;3575028;37841863;"Hidróxido de sódio (soda cáustica); hidróxido de potássio (potassa cáustica); peróxidos de sódio ou de potássio"
Importação;2020;8;Agosto;Santos - SP;Argentina;1001;14779762;63660000;Trigo e mistura de trigo com centeio
Importação;2020;7;Julho;Cubatão - SP;Chile;2501;1015105;47725160;Sal (incluídos o sal de mesa e o sal desnaturado) e cloreto de sódio puro, mesmo em solução aquosa ou adicionados de agentes antiaglomerantes
Importação;2020;7;Julho;Guarujá - SP;Estados Unidos;2815;3231089;32075031;"Hidróxido de sódio (soda cáustica); hidróxido de potássio (potassa cáustica); peróxidos de sódio ou de potássio"
Importação;2020;7;Julho;Santos - SP;Argentina;1001;11732093;50171800;Trigo e mistura de trigo com centeio
Importação;2020;6;Junho;Cubatão - SP;Chile;2501;910379;42856126;Sal (incluídos o sal de mesa e o sal desnaturado) e cloreto de sódio puro, mesmo em solução aquosa ou adicionados de agentes antiaglomerantes
Importação;2020;6;Junho;Guarujá - SP;Estados Unidos;2815;2723973;28099771;"Hidróxido de sódio (soda cáustica); hidróxido de potássio (potassa cáustica); peróxidos de sódio ou de potássio"
Importação;2020;6;Junho;Santos - SP;Argentina;1001;11818362;51370000;Trigo e mistura de trigo com centeio
Importação;2020;5;Maio;Cubatão - SP;Chile;2501;1051662;49406244;Sal (incluídos o sal de mesa e o sal desnaturado) e cloreto de sódio puro, mesmo em solução aquosa ou adicionados de agentes antiaglomerantes
Importação;2020;5;Maio;Guarujá - SP;Estados Unidos;2815;2658632;32894624;"Hidróxido de sódio (soda cáustica); hidróxido de potássio (potassa cáustica); peróxidos de sódio ou de potássio"
Importação;2020;5;Maio;Santos - SP;Argentina;1001;10431464;46480390;Trigo e mistura de trigo com centeio
Importação;2020;4;Abril;Cubatão - SP;Chile;2501;1852371;86980563;Sal (incluídos o sal de mesa e o sal desnaturado) e cloreto de sódio puro, mesmo em solução aquosa ou adicionados de agentes antiaglomerantes
Importação;2020;4;Abril;Guarujá - SP;Estados Unidos;2815;2477315;24784695;"Hidróxido de sódio (soda cáustica); hidróxido de potássio (potassa cáustica); peróxidos de sódio ou de potássio"
Importação;2020;4;Abril;Santos - SP;Argentina;1001;5594776;25500000;Trigo e mistura de trigo com centeio
Importação;2020;3;Março;Guarujá - SP;Estados Unidos;2815;4126542;35974458;"Hidróxido de sódio (soda cáustica); hidróxido de potássio (potassa cáustica); peróxidos de sódio ou de potássio"
Importação;2020;3;Março;Santos - SP;Argentina;1001;15562959;70560490;Trigo e mistura de trigo com centeio
Importação;2020;2;Fevereiro;Cubatão - SP;Chile;2501;1441488;74026280;Sal (incluídos o sal de mesa e o sal desnaturado) e cloreto de sódio puro, mesmo em solução aquosa ou adicionados de agentes antiaglomerantes
Importação;2020;2;Fevereiro;Guarujá - SP;Estados Unidos;2815;2917035;23934230;"Hidróxido de sódio (soda cáustica); hidróxido de potássio (potassa cáustica); peróxidos de sódio ou de potássio"
Importação;2020;2;Fevereiro;Santos - SP;Argentina;1001;10700126;53550195;Trigo e mistura de trigo com centeio
Importação;2020;1;Janeiro;Cubatão - SP;Chile;2501;832676;47884708;Sal (incluídos o sal de mesa e o sal desnaturado) e cloreto de sódio puro, mesmo em solução aquosa ou adicionados de agentes antiaglomerantes
Importação;2020;1;Janeiro;Guarujá - SP;Estados Unidos;2815;5051255;36287912;"Hidróxido de sódio (soda cáustica); hidróxido de potássio (potassa cáustica); peróxidos de sódio ou de potássio"
Importação;2020;1;Janeiro;Santos - SP;Argentina;1001;14002359;74719000;Trigo e mistura de trigo com centeio
Exportação;2019;12;Dezembro;Guarujá - SP;China;1201;2261679;6257216;Soja, mesmo triturada
Exportação;2019;12;Dezembro;Santos - SP;China;1201;7972287;22026074;Soja, mesmo triturada
Exportação;2019;11;Novembro;Guarujá - SP;China;1201;39390250;108473871;Soja, mesmo triturada
Exportação;2019;11;Novembro;Santos - SP;China;1201;5032805;14077433;Soja, mesmo triturada
Exportação;2019;10;Outubro;Guarujá - SP;China;1201;23950249;62750752;Soja, mesmo triturada
Exportação;2019;10;Outubro;Santos - SP;China;1201;4216924;12000370;Soja, mesmo triturada
Exportação;2019;9;Setembro;Guarujá - SP;China;1201;10797386;29378466;Soja, mesmo triturada
Exportação;2019;9;Setembro;Santos - SP;China;1201;31597324;88315208;Soja, mesmo triturada
Exportação;2019;8;Agosto;Cubatão - SP;China;1201;461398;1300001;Soja, mesmo triturada
Exportação;2019;8;Agosto;Guarujá - SP;China;1201;7628533;20685364;Soja, mesmo triturada
Exportação;2019;8;Agosto;Santos - SP;China;1201;48984901;136295201;Soja, mesmo triturada
Exportação;2019;7;Julho;Cubatão - SP;China;1201;713141;2000002;Soja, mesmo triturada
Exportação;2019;7;Julho;Guarujá - SP;China;1201;39191158;111331215;Soja, mesmo triturada
Exportação;2019;7;Julho;Santos - SP;China;1201;81965256;235208126;Soja, mesmo triturada
Exportação;2019;6;Junho;Cubatão - SP;China;1201;9297122;28076852;Soja, mesmo triturada
Exportação;2019;6;Junho;Guarujá - SP;China;1201;51078857;152280805;Soja, mesmo triturada
Exportação;2019;6;Junho;Santos - SP;China;1201;85219844;253314980;Soja, mesmo triturada
Exportação;2019;5;Maio;Cubatão - SP;China;1201;4650770;14783746;Soja, mesmo triturada
Exportação;2019;5;Maio;Guarujá - SP;China;1201;54301777;160463817;Soja, mesmo triturada
Exportação;2019;5;Maio;Santos - SP;China;1201;106601797;307415464;Soja, mesmo triturada
Exportação;2019;4;Abril;Cubatão - SP;China;1201;11708692;35114226;Soja, mesmo triturada
Exportação;2019;4;Abril;Guarujá - SP;China;1201;107936322;307716055;Soja, mesmo triturada
Exportação;2019;4;Abril;Santos - SP;China;1201;64895319;184071235;Soja, mesmo triturada
Exportação;2019;3;Março;Cubatão - SP;China;1201;9842111;28981732;Soja, mesmo triturada
Exportação;2019;3;Março;Guarujá - SP;China;1201;109840105;308816236;Soja, mesmo triturada
Exportação;2019;3;Março;Santos - SP;China;1201;101548700;270496300;Soja, mesmo triturada
Exportação;2019;2;Fevereiro;Cubatão - SP;China;1201;6501908;19146162;Soja, mesmo triturada
Exportação;2019;2;Fevereiro;Guarujá - SP;China;1201;62585178;171510873;Soja, mesmo triturada
Exportação;2019;2;Fevereiro;Santos - SP;China;1201;69345466;183580258;Soja, mesmo triturada
Exportação;2019;1;Janeiro;Guarujá - SP;China;1201;17242019;46795759;Soja, mesmo triturada
Importação;2019;12;Dezembro;Guarujá - SP;Estados Unidos;2815;3060569;22646815;"Hidróxido de sódio (soda cáustica); hidróxido de potássio (potassa cáustica); peróxidos de sódio ou de potássio"
Importação;2019;12;Dezembro;Santos - SP;Argentina;1001;7088928;36342470;Trigo e mistura de trigo com centeio
Importação;2019;11;Novembro;Cubatão - SP;Chile;2501;896559;51674635;Sal (incluídos o sal de mesa e o sal desnaturado) e cloreto de sódio puro, mesmo em solução aquosa ou adicionados de agentes antiaglomerantes
Importação;2019;11;Novembro;Guarujá - SP;Estados Unidos;2815;2801463;19073288;"Hidróxido de sódio (soda cáustica); hidróxido de potássio (potassa cáustica); peróxidos de sódio ou de potássio"
Importação;2019;11;Novembro;Santos - SP;Argentina;1001;6449745;30220000;Trigo e mistura de trigo com centeio
Importação;2019;10;Outubro;Guarujá - SP;Estados Unidos;2815;8723078;51789440;"Hidróxido de sódio (soda cáustica); hidróxido de potássio (potassa cáustica); peróxidos de sódio ou de potássio"
Importação;2019;10;Outubro;Santos - SP;Argentina;1001;14182220;59838905;Trigo e mistura de trigo com centeio
Importação;2019;9;Setembro;Cubatão - SP;Chile;2501;972521;55926321;Sal (incluídos o sal de mesa e o sal desnaturado) e cloreto de sódio puro, mesmo em solução aquosa ou adicionados de agentes antiaglomerantes
Importação;2019;9;Setembro;Guarujá - SP;Estados Unidos;2815;10976888;64788692;"Hidróxido de sódio (soda cáustica); hidróxido de potássio (potassa cáustica); peróxidos de sódio ou de potássio"
Importação;2019;9;Setembro;Santos - SP;Argentina;1001;6369857;26840000;Trigo e mistura de trigo com centeio
Importação;2019;8;Agosto;Cubatão - SP;Chile;2501;891518;51255233;Sal (incluídos o sal de mesa e o sal desnaturado) e cloreto de sódio puro, mesmo em solução aquosa ou adicionados de agentes antiaglomerantes
Importação;2019;8;Agosto;Guarujá - SP;Estados Unidos;2815;2268605;14663660;"Hidróxido de sódio (soda cáustica); hidróxido de potássio (potassa cáustica); peróxidos de sódio ou de potássio"
Importação;2019;8;Agosto;Santos - SP;Argentina;1001;11245641;48143000;Trigo e mistura de trigo com centeio
Importação;2019;7;Julho;Cubatão - SP;Chile;2501;928175;53200000;Sal (incluídos o sal de mesa e o sal desnaturado) e cloreto de sódio puro, mesmo em solução aquosa ou adicionados de agentes antiaglomerantes
Importação;2019;7;Julho;Guarujá - SP;Estados Unidos;2815;6836645;42452981;"Hidróxido de sódio (soda cáustica); hidróxido de potássio (potassa cáustica); peróxidos de sódio ou de potássio"
Importação;2019;7;Julho;Santos - SP;Argentina;1001;18298740;75880000;Trigo e mistura de trigo com centeio
Importação;2019;6;Junho;Guarujá - SP;Estados Unidos;2815;4739717;28647177;"Hidróxido de sódio (soda cáustica); hidróxido de potássio (potassa cáustica); peróxidos de sódio ou de potássio"
Importação;2019;6;Junho;Santos - SP;Argentina;1001;6495395;27520000;Trigo e mistura de trigo com centeio
Importação;2019;5;Maio;Cubatão - SP;Chile;2501;882569;50650000;Sal (incluídos o sal de mesa e o sal desnaturado) e cloreto de sódio puro, mesmo em solução aquosa ou adicionados de agentes antiaglomerantes
Importação;2019;5;Maio;Guarujá - SP;Estados Unidos;2815;6272260;38169108;"Hidróxido de sódio (soda cáustica); hidróxido de potássio (potassa cáustica); peróxidos de sódio ou de potássio"
Importação;2019;5;Maio;Santos - SP;Argentina;1001;4445887;17500000;Trigo e mistura de trigo com centeio
Importação;2019;4;Abril;Cubatão - SP;Chile;2501;933308;53315000;Sal (incluídos o sal de mesa e o sal desnaturado) e cloreto de sódio puro, mesmo em solução aquosa ou adicionados de agentes antiaglomerantes
Importação;2019;4;Abril;Guarujá - SP;Estados Unidos;2815;4718388;25533344;"Hidróxido de sódio (soda cáustica); hidróxido de potássio (potassa cáustica); peróxidos de sódio ou de potássio"
Importação;2019;4;Abril;Santos - SP;Argentina;1001;10020282;40650000;Trigo e mistura de trigo com centeio
Importação;2019;3;Março;Guarujá - SP;Estados Unidos;2815;4426886;21622997;"Hidróxido de sódio (soda cáustica); hidróxido de potássio (potassa cáustica); peróxidos de sódio ou de potássio"
Importação;2019;3;Março;Santos - SP;Argentina;1001;11598192;47500000;Trigo e mistura de trigo com centeio
Importação;2019;2;Fevereiro;Cubatão - SP;Chile;2501;1758046;101075000;Sal (incluídos o sal de mesa e o sal desnaturado) e cloreto de sódio puro, mesmo em solução aquosa ou adicionados de agentes antiaglomerantes
Importação;2019;2;Fevereiro;Guarujá - SP;Estados Unidos;2815;2423079;11870604;"Hidróxido de sódio (soda cáustica); hidróxido de potássio (potassa cáustica); peróxidos de sódio ou de potássio"
Importação;2019;2;Fevereiro;Santos - SP;Argentina;1001;14387537;59500000;Trigo e mistura de trigo com centeio
Importação;2019;1;Janeiro;Cubatão - SP;Chile;2501;901420;51850000;Sal (incluídos o sal de mesa e o sal desnaturado) e cloreto de sódio puro, mesmo em solução aquosa ou adicionados de agentes antiaglomerantes
Importação;2019;1;Janeiro;Guarujá - SP;Estados Unidos;2815;8136211;33986993;"Hidróxido de sódio (soda cáustica); hidróxido de potássio (potassa cáustica); peróxidos de sódio ou de potássio"
Importação;2019;1;Janeiro;Santos - SP;Argentina;1001;10614880;44997425;Trigo e mistura de trigo com centeio
Exportação;2022;12;Dezembro;Cubatão - SP;China;1201;6805221;10704739;Soja, mesmo triturada
Exportação;2022;12;Dezembro;Santos - SP;China;1201;58630502;98246138;Soja, mesmo triturada
Exportação;2022;11;Novembro;Cubatão - SP;China;1201;4628700;6370982;Soja, mesmo triturada
Exportação;2022;11;Novembro;Santos - SP;China;1201;82066317;135966837;Soja, mesmo triturada
Exportação;2022;10;Outubro;Cubatão - SP;China;1201;24915999;39350844;Soja, mesmo triturada
Exportação;2022;10;Outubro;Santos - SP;China;1201;82580222;131653320;Soja, mesmo triturada
Exportação;2022;9;Setembro;Cubatão - SP;China;1201;6755005;11072797;Soja, mesmo triturada
